uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"9b241031-77b3-42f4-bfcd-57187e059a07","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058",,"NEON.PLA.D12.YELL.01264",,"ok","small tree","Live",2.4,130,,3.8,,,,,,,,,,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462",
"d66a0ae7-fb71-46fc-b7d6-44c86a8e9f1b","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058",,"NEON.PLA.D12.YELL.01401",,"ok","small shrub","Standing dead",,,,0.4,,,,0.3,0.2,,"half-sphere",1.2,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462",
"f9cb39c0-7566-4485-a6af-51a753d20756","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058",,"NEON.PLA.D12.YELL.01271",,"ok","sapling","Live",,,,1.7,,,,,,,,1.1,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462",
"778b5169-d023-4f51-b03b-9ed720f16635","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058",,"NEON.PLA.D12.YELL.01280",,"ok","single bole tree","Live",34.7,130,,14.7,,,,,,,,,,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462",
"95439015-ab2a-4acf-a51b-7acb43c57d28","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058",,"NEON.PLA.D12.YELL.01406",,"ok","small shrub","Live",,,,0.7,,,,0.5,0.3,,"half-sphere",2.7,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462",
"3dd8730a-a0c4-46d9-8acc-0155b12b79d6","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058",,"NEON.PLA.D12.YELL.01271",,"ok","sapling","Live",,,,1.7,,,,,,,,1.0,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462",
"8384a7c0-9120-41c2-9501-cbf42e7d93d2","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058",,"NEON.PLA.D12.YELL.01285",,"ok","single bole tree","Live",21.1,130,,9.0,,,,,,,,,,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462",
"1c25a0af-9ea8-42d3-bbd0-1f962f33f1f1","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058",,"NEON.PLA.D12.YELL.01264",,"ok","small tree","Live",2.4,130,,3.8,,,,,,,,,,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462",
"7dd8340e-7e5d-4acd-a0f2-d76a7594dc78","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058",,"NEON.PLA.D12.YELL.01417",,"ok","small shrub","Live",,,,0.8,,,,1.0,0.8,,"half-sphere",2.4,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462",
"e70ff92d-7fdc-476f-a6b0-dc7c9986feb1","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058",,"NEON.PLA.D12.YELL.01417",,"ok","small shrub","Live",,,,0.8,,,,1.0,0.8,,"half-sphere",2.1,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462",
"7fe77bca-dae0-4ad2-8e37-ad69ec616020","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058",,"NEON.PLA.D12.YELL.01297",,"ok","small shrub","Standing dead",,,,0.3,0.0,,,0.5,0.2,,"ellipsoid or sphere",1.3,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462",
"660a4a22-915d-4d9c-9aae-b96be27be2bb","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058",,"NEON.PLA.D12.YELL.01416",,"ok","small shrub","Live",,,,0.8,,,,0.7,0.7,,"half-sphere",2.6,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462",
"a277a5be-097e-4e73-9088-39cd6bc256ef","YELL_058.basePlot.vst","2019-09-09","vst_YELL_2019","D12","YELL","YELL_058",,"NEON.PLA.D12.YELL.01418",,"ok","small shrub","Live",,,,1.0,,,,0.8,0.8,,"half-sphere",4.5,10,,,,,,,,,,,,"0000-0001-8893-215X","0000-0001-7471-9462",
