uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"d4b9336d-34c0-41f5-8545-5678284460c4","SERC_013.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_013",,"NEON.PLA.D02.SERC.12540",,"ok","single shrub","Live, physically damaged",2.8,130,,3.3,,,,4.0,3.2,,"inverted cone",3.8,10,0.05,0.04,,,,,,,,,"Bole damage possibly old deer rub","0000-0001-8122-5196","0000-0001-7914-5891",
"ee74e92f-99ab-4663-a87f-5386bd3ec2b1","SERC_013.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_013",,"NEON.PLA.D02.SERC.12933",,"ok","small shrub","Live",,,,2.0,,,,1.7,1.6,,"inverted cone",1.2,10,0.04,0.03,,,,,,,,,,"0000-0001-8122-5196","0000-0001-7914-5891",
"62709e08-13c3-4817-aa68-8de5cb870300","SERC_013.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_013",,"NEON.PLA.D02.SERC.12936",,"notRequired",,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Unable to locate tag status uncertain","0000-0001-8122-5196","0000-0001-7914-5891",
"e347b44b-82c8-44a1-ae9d-d6a2faf7635f","SERC_013.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_013",,"NEON.PLA.D02.SERC.12536",,"notRequired",,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Unable to locate tag status uncertain","0000-0001-8122-5196","0000-0001-7914-5891",
"b8230c6f-15ac-4654-8252-81b4bf8ba7b3","SERC_013.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_013",,"NEON.PLA.D02.SERC.13217",,"tagRemoved",,"Downed",,,,,,,,,,,,,,,,,,,,,,,,"Cause of death unknown tag removed","0000-0001-8122-5196","0000-0001-7914-5891",
"20015409-40e8-4a98-b9f7-1ff60fc4c310","SERC_013.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_013",,"NEON.PLA.D02.SERC.12528",,"ok","single shrub","Live",2.4,130,,3.2,,,,2.3,2.1,,"inverted cone",3.3,10,0.09,0.04,,,,,,,,,,"0000-0001-8122-5196","0000-0001-7914-5891",
"a876e4ab-9c6a-42da-8370-9ab82f29fb6b","SERC_013.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_013",,"NEON.PLA.D02.SERC.12931",,"ok","small shrub","Live",,,,1.1,0.4,,,1.1,1.0,,"ellipsoid or sphere",1.0,10,,,,,,,,,,,,"0000-0001-8122-5196","0000-0001-7914-5891",
"5170b99a-cd3d-46f9-bc18-bd24d1a21404","SERC_013.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_013",,"NEON.PLA.D02.SERC.12938",,"notRequired",,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Unable to locate tag status uncertain","0000-0001-8122-5196","0000-0001-7914-5891",
"6152f9b7-b5e9-4ab5-b9a2-3191bb406244","SERC_019.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_019",,"NEON.PLA.D02.SERC.11731",,"ok","single bole tree","Live",14.2,130,,16.6,,,,6.6,4.7,"Full shade",,,,,,,,,,,,,,,"0000-0001-8122-5196","0000-0001-7914-5891",
"f1fbcfb6-c430-438e-a603-ddaaf5c3c7e0","SERC_019.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_019",,"NEON.PLA.D02.SERC.11734",,"ok","single bole tree","Live",30.3,130,,19.6,,,,13.4,5.0,"Mostly shaded",,,,,,,,,,,,,,,"0000-0001-8122-5196","0000-0001-7914-5891",
"2ccf7e53-71a5-4e29-8be2-07128476fe25","SERC_013.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_013",,"NEON.PLA.D02.SERC.12522",,"ok","small shrub","Live",,,,1.7,,,,1.4,1.2,,"inverted cone",1.4,10,0.06,0.02,,,,,,,,,,"0000-0001-8122-5196","0000-0001-7914-5891",
"9bda9568-3d91-4b60-b8c2-0793cd76c803","SERC_013.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_013",,"NEON.PLA.D02.SERC.12521",,"notRequired",,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Unable to locate; tag status uncertain","0000-0001-8122-5196","0000-0001-7914-5891",
"ba133caa-8bb7-4c0b-9f7a-b1110a619d9a","SERC_013.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_013",,"NEON.PLA.D02.SERC.12956",,"ok","single bole tree","Live",45.0,130,,28.2,,,,9.4,6.4,"Partially shaded",,,,,,,,,,,,,,,"0000-0001-8122-5196","0000-0001-7914-5891",
"5c5aa910-80ed-42c5-b090-87e486d9d7d0","SERC_013.basePlot.vst","2019-11-04","vst_SERC_2019","D02","SERC","SERC_013",,"NEON.PLA.D02.SERC.12531",,"ok","small shrub","Live",,,,2.1,0.8,,,1.7,1.3,,"ellipsoid or sphere",2.1,10,,,,,,,,,,,,"0000-0001-8122-5196","0000-0001-7914-5891",
